term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
6,45,Live Oak Bank,bank,NC,3.95,,no,,58665,,not stated,no,,Account Fees: Online Banking Fee: No Charge Monthly Interest Disbursements Fee: No Charge Early Withdrawal Penalties: Early Principal Withdrawal of a CD with a term less than 24 months: 90 Days of Simple Interest Early Principal Withdrawal ,http://www.liveoakbank.com/personal-cd-accounts/?utm_source=vanity-url&utm_term=cd-rates,,2026-09-24
6,49,Stearns Bank National Association,bank,MN,3.94,500,no,,10988,,not stated,not stated,,3 No penalty may be imposed for early withdrawal.,https://www.stearnsbank.com/personal/cds,,2026-09-24
6,50,First Bank of Central Ohio,bank,OH,3.90,500,no,,59249,,not stated,not stated,,Early withdrawal penalties may apply.* Indicates minimum average balance to keep in account to avoid incursion of fees.,https://www.fbcentralohio.com/rates/,,2026-09-24
6,50,Bask Bank (Texas Capital Bank),bank,TX,3.90,,no,,34383,,not stated,no (SSN required),,Penalty may be imposed for early withdrawal and may reduce earnings.,https://baskbank.com/sites/default/files/Documents/Disclosures/rates-and-fee-schedule.pdf,,2026-09-24
6,50,Beacon Community Bank,bank,SC,3.90,,no,,59106,,not stated,not stated,,A penalty of 5 months interest on the amount withdrawn will be imposed for early withdrawals on terms equal to 5 months.,https://www.beacon.bank/personal/banking/interest-rates,,2026-09-24
6,53,Leighton State Bank,bank,IA,3.89,,no,,10118,,not stated,not stated,,p 3.75% 3.80% Quarterly 4 Year Step 3.50% 3.55% Quarterly 5 Year 3.50% 3.53% Semi-Annually * Annual Percentage Yield (APY) Rates effective 8/24/2026 and subject to change $500 minimum balance for CDs Early withdrawal penalties may apply.,https://leightonbank.com/bank-with-us/personal/cds-iras-and-hsas/,,2026-09-24
6,54,Ally Bank,bank,UT,3.85,0,no,,57803,,not stated,no (SSN required),,"High Yield CD AVAILABLE TERMS 2.7% correct as of 09/23/26 Choose from a variety of terms each offering a competitive, fixed rate Early withdrawal penalty will apply APY is fixed for the term of the CD but subject to change upon renewal No m",https://www.ally.com/bank/cd-rates/,,2026-09-24
6,54,Mountain America Credit Union,credit_union,UT,3.85,500,no,,,24692,not stated,not stated,no (listed states),,https://www.macu.com/rates/certificates,,2026-09-24
6,54,Presidential Bank,bank,MD,3.85,,no,,32363,,no,no,,A penalty is imposed for early withdrawal.,https://www.presidential.com/personal/banking/cds,,2026-09-24
6,54,Quaint Oak Bank,bank,PA,3.85,,no,,35497,,not stated,not stated,,Certificates of deposit accounts carry a substantial penalty for early withdrawal.,https://www.quaintoak.com/personal-banking/deposit-products/cd-account/2-year-cd/,,2026-09-24
6,58,Citizens Bank & Trust Company,bank,KY,3.84,500,no,,15675,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.cbtky.com/personal/certificate-of-deposit-rates,,2026-09-24
6,59,West Point Bank,bank,KY,3.83,,no,,12166,,not stated,not stated,,The APY assumes interest will remain on deposit until maturity A penalty may be imposed for early withdrawal APY is accurate as of 9/16/2026 Upon maturity this CD will automatically renew into a 9-month CD unless you notify us of your inten,https://westpointbank.com/,,2026-09-24
6,60,Compass Savings Bank,bank,PA,3.82,500,no,,29430,,not stated,not stated,,Months Minimum Balance Rate APY* 6 $500 3.75% 3.82% 12 $500 3.85% 3.92% 18 $500 3.50% 3.56% 24 $500 3.50% 3.56% 36 $500 3.15% 3.20% 60 $500 3.15% 3.20% * Annual Percentage Yield Penalty may apply for early withdrawal and reduce earnings.,https://compassbank.us/savings-rates/,,2026-09-24
6,60,Signal Financial FCU,credit_union,MD,3.82,500,no,,,5571,not stated,not stated,yes (donation),Penalties apply for early withdrawal.,https://www.signalfinancialfcu.org/deposit-rates,,2026-09-24
6,60,The Croghan Colonial Bank,bank,OH,3.82,500,no,,13341,,yes,not stated,,Early withdrawal penalties apply.,https://croghan.bank/resources/rates,,2026-09-24
6,60,Gulf Coast Business Bank,bank,FL,3.82,5000,no,,59281,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.gcbbswfl.com/resources/rates,,2026-09-24
6,60,Merchants Bank of Indiana,bank,IN,3.82,,no,,8056,,not stated,not stated,,026 Choose from the following terms: 12 Month Flex Index CD Open Flex Index CD online Account Details: Minimum balance to open CD is $1000 Must maintain minimum balance of $1000 every day to earn APY Penalty may be imposed for early withdra,https://bankmerchants.com/certificates-of-deposit/,,2026-09-24
6,65,Credit Human,credit_union,TX,3.80,500,no,,,24382,not stated,not stated,not stated,0 and up 3.89% 3.96% 36 - 59 months $500.00 and up 3.91% 3.98% 60 - 83 months $500.00 and up 3.93% 4.00% 84 - 119 months $500.00 and up 3.95% 4.02% 120 months $500.00 and up 3.98% 4.05% Disclosures A penalty will be imposed for early withdr,https://credithuman.com/personal/cds/share-certificates/,,2026-09-24
6,65,USALLIANCE Financial,credit_union,NY,3.80,500,no,,,17587,not stated,not stated,not stated,"Dividend Savings Certificate Accounts Certificate Account products (similar to CDs) are available for Individual Retirement Accounts (IRAs), with the exception of the 11 Month Special Certificate (No Early Withdrawal Penalty).",https://www.usalliance.org/about-us/rates/savings-rates,,2026-09-24
6,65,Homewood Federal Savings Bank,bank,MD,3.80,7500,no,,31267,,not stated,not stated,,Member FDIC A penalty may be imposed for early withdrawal on certificates of deposit.,https://www.homewoodfsb.com/deposit-rates/,,2026-09-24
6,65,ESB Financial,bank,KS,3.80,,no,,16629,,not stated,not stated,,Greater earnings than standard savings Receive higher rates by selecting a longer term Provides more guarantee than other risky investments A wide range of terms available (from 3 months to 5 years) Penalty for early withdrawal FDIC insured,https://www.esbfinancial.com/banking/personal-banking/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
6,69,Longview Community Bank,bank,IL,3.79,5000,no,,11319,,not stated,not stated,,"Penalties for early withdrawal on Certificates of Deposit and IRA’s: Terms of one year and less: 30 days interest forfeiture Terms of 18, 24, 30 & 36 month: 90 days interest forfeiture Terms of 48 & 60 month: 180 days interest forfeiture Pr",https://longviewcb.com/deposit-services/,,2026-09-24
6,70,First Internet Bank of Indiana,bank,IN,3.76,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
6,71,"BankUnited, National Association",bank,FL,3.75,,no,,58979,,yes,no (SSN required),,"Yes, but early withdrawals may be subject to penalties depending on the CD term and account agreement.",https://www.bankunited.com/personal/savings-money-market-and-cd-accounts/certificate-of-deposit-accounts,,2026-09-24
6,71,CIT Bank (First Citizens),bank,NC,3.75,,no,,11063,,not stated,not stated,,"A penalty may be imposed for early withdrawal of principal, and any early withdrawal (principal or interest) will reduce earnings.",https://www.cit.com/,,2026-09-24
6,71,Community First National Bank,bank,KS,3.75,,no,,35585,,not stated,not stated,,A penalty may be imposed for early withdrawal on any CD.,https://www.cfnb.bank/document-center.cfm?fx=DEMKIE6MTPPJJWDD,,2026-09-24
6,71,"First Jackson Bank, Inc.",bank,AL,3.75,,no,,23376,,not stated,not stated,,NOTICE: This account may require a minimum daily balance and/or impose a penalty for early withdrawal.,https://firstjacksonbank.com/rates/,,2026-09-24
6,71,Ohio State Bank,bank,OH,3.75,,no,,59144,,not stated,not stated,,f Deposit 1 Interest Rate APY 13-month 4.17% 4.25% 6-month 3.69% 3.75% 9-month 3.92% 4.00% 12-month 3.69% 3.75% 24-month 1.49% 1.50% 36-month 1.74% 1.75% 48-month 1.83% 1.85% 60-month 1.98% 2.00% 1 A penalty may be imposed for early withdra,https://bankatosb.com/personal-account-rates/,,2026-09-24
6,76,First Pryority Bank,bank,OK,3.70,1000,no,,4185,,not stated,not stated,,Early withdrawal penalties of 12 months apply.,https://pryority.bank/deposit-rates/,,2026-09-24
6,76,Pathway Bank,bank,NE,3.70,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
6,76,State Savings Bank,bank,IA,3.70,2000,no,,248,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.ssb.bank/personal/current-rates,,2026-09-24
6,76,Mercantile Bank,bank,MI,3.70,,no,,34598,,not stated,not stated,,Subject to early withdrawal pen alty when principal is withdrawn prior to maturity.,https://mercbank.com/personal-banking/cds/merc,,2026-09-24
6,76,Phelps County Bank,bank,MO,3.70,,no,,18841,,yes,not stated,,.70% 12 Month CD 3.75% 3.80% 15 Month CD 3.75% 3.80% 18 Month CD 3.80% 3.85% 24 Month CD 3.85% 3.91% 30 Month CD 3.85% 3.91% 36 Month CD 3.90% 3.96% 48 Month CD 3.90% 3.96% 60 Month CD 3.90% 3.96% *A penalty may be imposed for early withdra,https://www.mypcb.com/rates,,2026-09-24
6,81,Rolette State Bank,bank,ND,3.68,2500,no,,9120,,not stated,not stated,,"Contact Us Rates Certificates of Deposit (CDs) Effective January 8, 2026 Penalty may be imposed for early withdrawal.",https://www.rolettestatebank.com/rates/,,2026-09-24
6,82,GTE Financial,credit_union,FL,3.66,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
6,83,Freedom Bank of Southern Missouri,bank,MO,3.65,250,no,,35276,,not stated,not stated,,"Savings ++ $5 $0 0.40% 0.40% Business Savings ++ $100 $0 - - Tier 1 <$50,000.00 - $0 0.35% - Tier 2 $50,000.00 - $50,000 0.45% - Tier 3 $100,000.00 - $100,000 0.55% - APY = Annual Percentage Yield *A penalty may be imposed for early withdra",https://www.freedombk.com/deposit,,2026-09-24
6,83,Cross River Bank,bank,NJ,3.65,500,no,,58410,,not stated,not stated,,CDs are subject to penalty for early withdrawal.,https://www.crossriver.com/personal-banking,,2026-09-24
6,83,Fidelity Bank of Texas,bank,TX,3.65,1000,no,,21455,,yes,not stated,,,https://www.fbot.bank/Personal/CDs-IRAs/Interest-Rates,,2026-09-24
6,86,BayFirst National Bank,bank,FL,3.64,,no,,34997,,not stated,not stated,,A penalty may be charged for early withdrawal.,https://www.bayfirstfinancial.com/personal/savings-money-market-and-cds/certificates-of-deposit/,,2026-09-24
6,87,First Federal Savings Bank,bank,IN,3.63,2500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
6,88,UniBank,bank,WA,3.60,1000,no,,58407,,not stated,not stated,,All certificate of deposits and IRA's are subject to an interest penalty for early withdrawal of principal.,https://www.unibankusa.com/deposit/resources/deposit-rates,,2026-09-24
6,88,Northrop Grumman FCU,credit_union,CA,3.60,40000,no,,,24292,not stated,not stated,yes (association),",500 30 Month 3.65% 3.71% $2,500 36 Month 3.75% 3.81% $2,500 48 Month 3.75% 3.81% $2,500 60 Month 3.78% 3.84% $2,500 84 Month 3.30% 3.35% $2,500 Open an Account **A penalty will or may be imposed for early withdrawal *If minimum balance req",https://www.ngfcu.us/rates/savings-rates/certificates,,2026-09-24
6,88,Alliant Credit Union,credit_union,IL,3.60,75000,no,,,67955,not stated,no,yes (foundation),"If you withdraw funds from an Alliant certificate before the maturity date, you may incur an early withdrawal penalty, per the table below.",https://www.alliantcreditunion.org/bank/credit-union-certificate,,2026-09-24
6,88,Bradesco Bank,bank,FL,3.60,,no,,21265,,not stated,not stated,,"If funds are withdrawn within six (6) days of the date of deposit, an early withdrawal penalty of seven (7) days’ simple interest on the amount withdrawn will be charged.",https://bradescobank.com/es/certificate-of-deposit-bradesco/,,2026-09-24
6,88,EverBank,bank,FL,3.60,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
6,93,Beach Cities Commercial Bank,bank,CA,3.59,2500,no,,59290,,not stated,not stated,,Any withdrawal of principal or interest prior to maturity will reduce overall earnings and trigger an Early Withdrawal Penalty.,https://beachcitiescb.com/Rates/,,2026-09-24
6,93,Sidney Federal Credit Union,credit_union,NY,3.59,,no,,,6011,yes,not stated,no (counties),,https://sfcuonline.org/accounts/share-certificates/,,2026-09-24
6,95,State Bank of Bottineau,bank,ND,3.58,100,no,,9121,,not stated,not stated,,"3.79% a 60 MONTH CD $ 100.00 3.75% 3.79% a, b 21 MONTH RATE WATCH CD $ 2,500.00 3.60% 3.65% a, b 36 MONTH RATE WATCH CD $ 2,500.00 3.65% 3.70% a, b 57 MONTH RATE WATCH CD $ 2,500.00 3.70% 3.75% a) A penalty may be imposed for early withdraw",https://www.statebankofbottineau.com/assets/files/wbJLgSoZ,,2026-09-24
6,95,KodaBank,bank,ND,3.58,1000,no,,8386,,not stated,not stated,,"$25,000 - $99,999* $100,000+* 3.30% 3.40% 3.50% 3.30% 3.40% 3.50% 60 Month: $1,000 - $24,999* $25,000 - $99,999* $100,000+* 3.40% 3.50% 3.60% 3.40% 3.50% 3.60% Rates Effective September 1st, 2026 *A penalty may be imposed for early withdraw",https://www.kodabank.com/personal/save-and-spend/cds-and-iras,,2026-09-24
6,97,Putnam County State Bank,bank,MO,3.56,,no,,22895,,not stated,not stated,,,https://www.putnamcountystatebank.com/cd-rates,,2026-09-24
6,98,First Community Credit Union,credit_union,MO,3.55,500,no,,,67619,not stated,no,not stated (employer or association groups),Certificates have substantial penalties for early withdrawal.,https://www.firstcommunity.com/services-tools/tools/rates.html,,2026-09-24
6,98,Customers Bank,bank,PA,3.55,,no,,34444,,yes,not stated,,Penalty for early withdrawal.,https://www.customersbank.com/cds/,,2026-09-24
6,98,Security Bank,bank,OK,3.55,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
6,98,Spring Bank,bank,WI,3.55,,no,,58780,,not stated,not stated,,"Penalties for early withdrawal of principal could reduce earnings, whether earned or not.",https://www.springbankwi.bank/current-deposit-rates,,2026-09-24
6,98,VisionBank,bank,MN,3.55,,no,,58063,,not stated,not stated,,"nth a,c Create Account 3.94% 4.00% 30 Month a,c Create Account 3.94% 4.00% 36 Month a,c Create Account 3.94% 4.00% 48 Month a,c Create Account 3.94% 4.00% 60 Month a,c Create Account 3.94% 4.00% a) A penalty may be imposed for early withdra",https://bankwithvision.com/rates/,,2026-09-24
6,103,Celtic Bank,bank,UT,3.54,,no,,57056,,not stated,not stated,,"A penalty will be imposed for early withdrawal on all Certificates of Deposit, with few exceptions.",https://www.celticbank.com/saving-cds,,2026-09-24
6,104,Mid-America Bank,bank,KS,3.53,500,no,,17374,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://www.mid-americabank.com/personal-rates,,2026-09-24
6,104,The Bank of Old Monroe,bank,MO,3.53,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
6,106,Great Plains State Bank,bank,NE,3.50,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
6,106,Air Force Federal Credit Union (Vibrant),credit_union,,3.50,,no,,,,yes,not stated,not stated,out Certificates 6 $300 minimum opening deposit for all regular share and IRA accounts; $5 minimum deposit for youth club members under 18 years of age 7 Fees could reduce earnings on the account 8 A penalty will be imposed for early withdr,https://www.freedomfcu.org/rates/,,2026-09-24
